,currentdate,currenttime,open,high,low,close
2052,2024-02-08,12:12:00,45478.55,45498.75,45476.50,45498.75
2053,2024-02-08,12:13:00,45498.80,45517.20,45498.60,45501.75
2054,2024-02-08,12:14:00,45500.45,45501.00,45480.45,45481.25
2055,2024-02-08,12:15:00,45479.40,45499.65,45474.05,45484.10
2056,2024-02-08,12:16:00,45481.60,45483.30,45456.30,45468.30
2057,2024-02-08,12:17:00,45471.25,45476.50,45456.85,45470.85
2058,2024-02-08,12:18:00,45467.30,45474.85,45450.10,45471.45
2059,2024-02-08,12:19:00,45464.25,45468.35,45437.30,45440.85
2060,2024-02-08,12:20:00,45443.10,45443.10,45408.60,45408.60
2061,2024-02-08,12:21:00,45410.20,45432.20,45404.75,45432.20
2062,2024-02-08,12:22:00,45432.35,45432.35,45400.90,45400.90
2063,2024-02-08,12:23:00,45401.35,45401.35,45368.25,45385.95
2064,2024-02-08,12:24:00,45385.05,45416.75,45385.05,45410.05
2065,2024-02-08,12:25:00,45409.50,45431.15,45408.35,45431.15
2066,2024-02-08,12:26:00,45431.90,45435.95,45419.30,45423.60
2067,2024-02-08,12:27:00,45424.45,45428.00,45410.75,45416.60
2068,2024-02-08,12:28:00,45417.00,45419.85,45407.10,45419.00
2069,2024-02-08,12:29:00,45417.25,45417.25,45391.35,45397.35
2070,2024-02-08,12:30:00,45393.60,45393.85,45373.10,45385.40
2071,2024-02-08,12:31:00,45384.75,45388.25,45361.55,45365.40
2072,2024-02-08,12:32:00,45365.35,45365.35,45337.25,45362.85
2073,2024-02-08,12:33:00,45362.00,45408.15,45361.25,45407.15
2074,2024-02-08,12:34:00,45408.55,45425.85,45397.15,45406.25
2075,2024-02-08,12:35:00,45421.40,45421.90,45405.70,45410.95
2076,2024-02-08,12:36:00,45408.80,45424.50,45408.80,45417.40
2077,2024-02-08,12:37:00,45420.05,45446.35,45412.95,45439.15
2078,2024-02-08,12:38:00,45442.15,45446.30,45429.95,45435.10
2079,2024-02-08,12:39:00,45434.25,45435.60,45407.60,45407.60
2080,2024-02-08,12:40:00,45409.70,45418.40,45393.65,45393.65
2081,2024-02-08,12:41:00,45395.05,45425.15,45390.15,45423.45
2082,2024-02-08,12:42:00,45423.70,45441.75,45422.15,45435.70
2083,2024-02-08,12:43:00,45438.90,45453.55,45414.15,45414.15
2084,2024-02-08,12:44:00,45415.05,45444.85,45414.80,45443.55
2085,2024-02-08,12:45:00,45440.90,45448.30,45432.55,45438.30
2086,2024-02-08,12:46:00,45439.00,45449.85,45435.95,45438.60
2087,2024-02-08,12:47:00,45439.05,45447.65,45431.95,45442.80
2088,2024-02-08,12:48:00,45444.35,45452.45,45437.30,45451.45
2089,2024-02-08,12:49:00,45450.95,45460.25,45438.95,45443.50
2090,2024-02-08,12:50:00,45444.10,45455.95,45435.05,45444.15
2091,2024-02-08,12:51:00,45442.25,45445.90,45430.10,45445.35
2092,2024-02-08,12:52:00,45442.05,45449.25,45408.50,45425.45
2093,2024-02-08,12:53:00,45430.30,45449.25,45424.85,45448.75
2094,2024-02-08,12:54:00,45446.55,45452.75,45439.65,45452.25
2095,2024-02-08,12:55:00,45452.65,45452.65,45436.10,45444.60
2096,2024-02-08,12:56:00,45448.00,45456.05,45444.85,45454.65
2097,2024-02-08,12:57:00,45454.75,45454.85,45432.50,45434.70
2098,2024-02-08,12:58:00,45439.20,45467.90,45435.70,45465.90
2099,2024-02-08,12:59:00,45465.90,45490.75,45464.20,45485.75
2100,2024-02-08,13:00:00,45486.65,45496.55,45460.30,45465.30
2101,2024-02-08,13:01:00,45463.25,45468.45,45435.65,45437.95
2102,2024-02-08,13:02:00,45436.60,45449.05,45422.40,45436.05
2103,2024-02-08,13:03:00,45431.75,45436.95,45422.85,45432.60
2104,2024-02-08,13:04:00,45434.65,45436.25,45418.60,45421.45
2105,2024-02-08,13:05:00,45420.65,45433.05,45417.80,45428.90
2106,2024-02-08,13:06:00,45430.60,45452.15,45425.15,45448.75
2107,2024-02-08,13:07:00,45450.15,45450.15,45432.65,45444.25
2108,2024-02-08,13:08:00,45443.95,45443.95,45430.35,45438.35
2109,2024-02-08,13:09:00,45440.85,45462.60,45433.80,45461.40
2110,2024-02-08,13:10:00,45461.50,45477.35,45457.35,45468.50
2111,2024-02-08,13:11:00,45468.10,45479.15,45457.20,45475.90
2112,2024-02-08,13:12:00,45473.40,45501.65,45459.65,45493.15
2113,2024-02-08,13:13:00,45497.00,45499.60,45462.80,45469.80
2114,2024-02-08,13:14:00,45468.65,45472.85,45457.50,45457.50
2115,2024-02-08,13:15:00,45460.70,45470.70,45452.05,45463.90
2116,2024-02-08,13:16:00,45469.60,45482.75,45464.35,45475.65
2117,2024-02-08,13:17:00,45477.15,45477.15,45464.05,45472.85
2118,2024-02-08,13:18:00,45476.10,45476.90,45459.85,45464.45
2119,2024-02-08,13:19:00,45464.95,45465.60,45436.70,45444.35
2120,2024-02-08,13:20:00,45444.45,45460.15,45436.30,45456.65
2121,2024-02-08,13:21:00,45460.20,45460.20,45438.90,45439.45
2122,2024-02-08,13:22:00,45436.75,45450.65,45433.10,45439.15
2123,2024-02-08,13:23:00,45440.85,45450.20,45433.60,45449.60
2124,2024-02-08,13:24:00,45454.50,45454.50,45424.80,45438.05
2125,2024-02-08,13:25:00,45436.10,45457.50,45436.10,45449.50
2126,2024-02-08,13:26:00,45452.10,45453.00,45430.35,45440.60
2127,2024-02-08,13:27:00,45441.95,45470.65,45441.10,45470.65
2128,2024-02-08,13:28:00,45474.50,45521.20,45471.30,45519.30
2129,2024-02-08,13:29:00,45519.90,45524.35,45502.35,45514.10
2130,2024-02-08,13:30:00,45516.05,45518.50,45500.00,45502.50
2131,2024-02-08,13:31:00,45502.75,45533.65,45501.05,45531.65
2132,2024-02-08,13:32:00,45532.75,45532.75,45500.65,45507.20
2133,2024-02-08,13:33:00,45507.30,45517.15,45491.45,45507.80
2134,2024-02-08,13:34:00,45508.95,45509.05,45479.25,45488.15
2135,2024-02-08,13:35:00,45489.65,45495.40,45466.25,45475.50
2136,2024-02-08,13:36:00,45479.85,45493.25,45474.40,45484.65
2137,2024-02-08,13:37:00,45482.75,45489.75,45470.45,45470.45
2138,2024-02-08,13:38:00,45471.90,45471.90,45450.80,45453.55
2139,2024-02-08,13:39:00,45455.25,45491.50,45454.20,45485.00
2140,2024-02-08,13:40:00,45485.95,45485.95,45467.30,45471.15
2141,2024-02-08,13:41:00,45473.70,45473.95,45450.55,45455.60
2142,2024-02-08,13:42:00,45456.85,45476.00,45452.10,45470.10
2143,2024-02-08,13:43:00,45471.15,45478.35,45461.20,45472.35
2144,2024-02-08,13:44:00,45475.20,45492.60,45475.20,45484.15
2145,2024-02-08,13:45:00,45486.30,45495.95,45478.75,45484.45
2146,2024-02-08,13:46:00,45486.00,45487.85,45469.95,45482.50
2147,2024-02-08,13:47:00,45484.00,45505.80,45478.25,45500.95
2148,2024-02-08,13:48:00,45499.25,45500.90,45489.10,45492.60
2149,2024-02-08,13:49:00,45493.70,45493.70,45467.70,45467.70
2150,2024-02-08,13:50:00,45468.50,45501.05,45466.25,45493.50
2151,2024-02-08,13:51:00,45496.80,45498.45,45484.15,45492.05
2152,2024-02-08,13:52:00,45496.60,45498.75,45440.80,45448.35
2153,2024-02-08,13:53:00,45455.65,45467.30,45431.70,45439.65
2154,2024-02-08,13:54:00,45436.00,45455.55,45433.30,45444.15
2155,2024-02-08,13:55:00,45450.15,45476.85,45440.10,45459.80
2156,2024-02-08,13:56:00,45458.10,45478.05,45458.10,45471.75
2157,2024-02-08,13:57:00,45473.70,45475.45,45456.75,45459.25
2158,2024-02-08,13:58:00,45455.40,45468.55,45449.10,45449.90
2159,2024-02-08,13:59:00,45448.90,45478.15,45447.20,45471.20
2160,2024-02-08,14:00:00,45472.30,45477.20,45451.80,45453.35
2161,2024-02-08,14:01:00,45458.75,45467.45,45456.45,45466.25
2162,2024-02-08,14:02:00,45469.80,45483.55,45459.75,45470.45
2163,2024-02-08,14:03:00,45469.85,45479.50,45414.90,45433.35
2164,2024-02-08,14:04:00,45438.85,45442.80,45367.25,45368.75
2165,2024-02-08,14:05:00,45369.10,45403.65,45369.10,45402.15
2166,2024-02-08,14:06:00,45400.10,45407.35,45375.40,45395.35
2167,2024-02-08,14:07:00,45399.60,45423.00,45393.90,45416.35
2168,2024-02-08,14:08:00,45415.60,45418.65,45400.00,45408.05
2169,2024-02-08,14:09:00,45411.45,45412.10,45395.65,45395.65
2170,2024-02-08,14:10:00,45395.85,45408.30,45390.50,45403.65
2171,2024-02-08,14:11:00,45406.10,45423.55,45400.90,45413.10
2172,2024-02-08,14:12:00,45414.85,45414.85,45399.95,45408.80
2173,2024-02-08,14:13:00,45410.65,45410.80,45387.35,45388.60
2174,2024-02-08,14:14:00,45385.65,45385.65,45360.55,45373.90
2175,2024-02-08,14:15:00,45376.75,45376.75,45329.45,45360.60
2176,2024-02-08,14:16:00,45359.45,45371.15,45346.75,45351.50
2177,2024-02-08,14:17:00,45354.05,45396.15,45351.65,45385.30
2178,2024-02-08,14:18:00,45384.85,45398.75,45384.45,45398.20
2179,2024-02-08,14:19:00,45398.30,45416.05,45388.60,45404.30
2180,2024-02-08,14:20:00,45405.35,45407.95,45380.75,45385.20
2181,2024-02-08,14:21:00,45383.25,45390.90,45378.30,45379.30
2182,2024-02-08,14:22:00,45377.10,45378.50,45337.85,45341.05
2183,2024-02-08,14:23:00,45339.45,45340.75,45322.05,45327.05
2184,2024-02-08,14:24:00,45324.85,45361.95,45324.85,45344.45
2185,2024-02-08,14:25:00,45341.15,45346.40,45328.15,45328.85
2186,2024-02-08,14:26:00,45328.85,45339.70,45273.10,45273.10
2187,2024-02-08,14:27:00,45279.60,45294.10,45250.60,45280.65
2188,2024-02-08,14:28:00,45280.60,45307.35,45275.80,45298.50
2189,2024-02-08,14:29:00,45295.90,45317.75,45294.85,45296.70
2190,2024-02-08,14:30:00,45298.45,45300.50,45290.80,45293.50
2191,2024-02-08,14:31:00,45293.75,45293.75,45232.05,45237.95
2192,2024-02-08,14:32:00,45236.60,45261.10,45236.60,45247.00
2193,2024-02-08,14:33:00,45248.35,45270.35,45247.00,45269.45
2194,2024-02-08,14:34:00,45267.65,45274.45,45239.65,45251.80
2195,2024-02-08,14:35:00,45249.70,45251.45,45212.50,45212.50
2196,2024-02-08,14:36:00,45210.50,45228.75,45151.35,45159.80
2197,2024-02-08,14:37:00,45161.40,45182.55,45147.60,45147.60
2198,2024-02-08,14:38:00,45151.85,45169.15,45116.95,45116.95
2199,2024-02-08,14:39:00,45114.80,45151.60,45084.65,45151.60
2200,2024-02-08,14:40:00,45155.00,45155.00,45123.45,45147.95
2201,2024-02-08,14:41:00,45147.70,45156.40,45139.70,45152.05
2202,2024-02-08,14:42:00,45153.70,45180.45,45146.80,45177.40
2203,2024-02-08,14:43:00,45175.15,45183.85,45149.90,45166.20
2204,2024-02-08,14:44:00,45161.95,45171.20,45147.05,45154.00
2205,2024-02-08,14:45:00,45154.10,45177.15,45148.00,45151.20
2206,2024-02-08,14:46:00,45151.90,45174.70,45151.90,45163.85
2207,2024-02-08,14:47:00,45161.75,45173.70,45156.00,45171.00
2208,2024-02-08,14:48:00,45172.60,45178.90,45162.45,45175.20
2209,2024-02-08,14:49:00,45178.50,45180.95,45166.65,45178.45
2210,2024-02-08,14:50:00,45176.95,45184.55,45170.05,45178.30
2211,2024-02-08,14:51:00,45184.85,45184.85,45133.60,45143.45
2212,2024-02-08,14:52:00,45146.25,45156.00,45138.80,45144.65
2213,2024-02-08,14:53:00,45145.10,45167.40,45145.10,45158.50
2214,2024-02-08,14:54:00,45159.55,45169.40,45152.35,45169.40
2215,2024-02-08,14:55:00,45167.00,45181.35,45148.30,45149.80
2216,2024-02-08,14:56:00,45154.75,45159.50,45132.15,45134.85
2217,2024-02-08,14:57:00,45133.20,45135.05,45111.85,45116.25
2218,2024-02-08,14:58:00,45114.40,45116.50,45042.50,45055.45
2219,2024-02-08,14:59:00,45055.70,45084.40,45055.70,45077.90
2220,2024-02-08,15:00:00,45084.55,45100.85,45019.60,45024.30
2221,2024-02-08,15:01:00,45010.75,45041.35,44954.20,44970.90
2222,2024-02-08,15:02:00,44967.25,44967.25,44893.75,44898.80
2223,2024-02-08,15:03:00,44894.95,44964.25,44894.95,44963.00
2224,2024-02-08,15:04:00,44958.45,45013.55,44958.45,45013.55
2225,2024-02-08,15:05:00,45009.80,45042.60,44992.50,45028.55
2226,2024-02-08,15:06:00,45033.00,45042.30,45010.75,45027.70
2227,2024-02-08,15:07:00,45025.70,45073.65,45022.95,45037.65
2228,2024-02-08,15:08:00,45039.45,45087.70,45039.45,45070.70
2229,2024-02-08,15:09:00,45074.00,45081.30,45027.75,45058.80
2230,2024-02-08,15:10:00,45060.60,45068.30,45027.95,45032.60
2231,2024-02-08,15:11:00,45029.55,45056.65,45029.55,45048.35
2232,2024-02-08,15:12:00,45047.55,45056.00,45026.35,45036.35
2233,2024-02-08,15:13:00,45032.60,45047.25,45006.25,45021.30
2234,2024-02-08,15:14:00,45024.15,45026.75,44974.90,44979.85
2235,2024-02-08,15:15:00,44986.20,45010.00,44966.65,45008.25
2236,2024-02-08,15:16:00,45007.35,45009.80,44970.75,44986.75
2237,2024-02-08,15:17:00,44989.35,44997.50,44987.05,44991.65
2238,2024-02-08,15:18:00,44990.85,44999.95,44948.90,44948.90
2239,2024-02-08,15:19:00,44948.95,44986.40,44948.95,44980.90
2240,2024-02-08,15:20:00,44988.15,45001.10,44977.95,44984.45
2241,2024-02-08,15:21:00,44974.55,45009.25,44959.70,45006.45
2242,2024-02-08,15:22:00,45006.15,45013.75,44999.95,45007.45
2243,2024-02-08,15:23:00,45008.70,45031.85,45008.70,45031.85
2244,2024-02-08,15:24:00,45031.15,45051.00,45028.15,45046.60
2245,2024-02-08,15:25:00,45044.65,45068.60,45044.65,45055.30
2246,2024-02-08,15:26:00,45054.60,45068.50,45052.95,45060.85
2247,2024-02-08,15:27:00,45066.25,45108.55,45065.55,45097.35
2248,2024-02-08,15:28:00,45098.05,45103.40,45078.05,45090.85
2249,2024-02-08,15:29:00,45091.95,45108.70,45077.20,45105.45
2250,2024-02-09,09:15:00,44986.75,45052.65,44927.35,44937.30
2251,2024-02-09,09:16:00,44951.00,44974.50,44939.65,44949.35
2252,2024-02-09,09:17:00,44953.75,44955.30,44896.75,44916.80
2253,2024-02-09,09:18:00,44920.30,44920.30,44862.60,44879.75
2254,2024-02-09,09:19:00,44877.35,44939.65,44859.15,44925.55
2255,2024-02-09,09:20:00,44926.15,45000.55,44920.80,44990.70
2256,2024-02-09,09:21:00,44988.25,45147.00,44983.55,45138.05
2257,2024-02-09,09:22:00,45131.40,45132.00,45078.65,45113.50
2258,2024-02-09,09:23:00,45114.45,45147.70,45091.20,45133.10
2259,2024-02-09,09:24:00,45126.30,45151.20,45107.70,45151.20
2260,2024-02-09,09:25:00,45150.60,45153.40,45090.30,45090.30
2261,2024-02-09,09:26:00,45088.60,45088.60,45049.30,45062.70
2262,2024-02-09,09:27:00,45058.30,45083.25,45029.50,45077.30
2263,2024-02-09,09:28:00,45084.70,45143.80,45082.05,45115.75
2264,2024-02-09,09:29:00,45118.60,45118.60,45087.05,45111.25
2265,2024-02-09,09:30:00,45107.45,45113.40,45091.60,45097.00
2266,2024-02-09,09:31:00,45099.80,45111.05,45061.55,45105.45
2267,2024-02-09,09:32:00,45109.40,45128.50,45094.35,45124.55
2268,2024-02-09,09:33:00,45116.30,45156.45,45103.00,45156.45
2269,2024-02-09,09:34:00,45156.55,45172.80,45139.90,45168.55
2270,2024-02-09,09:35:00,45167.50,45231.10,45152.55,45231.10
2271,2024-02-09,09:36:00,45228.05,45236.10,45203.35,45225.20
2272,2024-02-09,09:37:00,45226.35,45226.35,45193.60,45193.65
2273,2024-02-09,09:38:00,45191.70,45207.10,45174.45,45174.45
2274,2024-02-09,09:39:00,45181.35,45181.35,45132.40,45142.65
2275,2024-02-09,09:40:00,45147.50,45147.50,45083.20,45093.25
2276,2024-02-09,09:41:00,45091.15,45107.75,45063.95,45063.95
2277,2024-02-09,09:42:00,45058.70,45136.30,45050.15,45080.15
2278,2024-02-09,09:43:00,45078.80,45110.40,45073.20,45108.70
2279,2024-02-09,09:44:00,45108.00,45136.35,45091.40,45125.30
2280,2024-02-09,09:45:00,45119.75,45139.15,45091.50,45095.00
2281,2024-02-09,09:46:00,45094.75,45109.85,45078.60,45093.30
2282,2024-02-09,09:47:00,45097.35,45131.90,45095.90,45096.50
2283,2024-02-09,09:48:00,45096.95,45116.70,45064.95,45093.55
2284,2024-02-09,09:49:00,45091.70,45096.95,45078.30,45078.30
2285,2024-02-09,09:50:00,45072.55,45117.35,45069.70,45097.25
2286,2024-02-09,09:51:00,45085.85,45105.55,45077.15,45101.85
2287,2024-02-09,09:52:00,45095.40,45105.65,45078.60,45105.65
2288,2024-02-09,09:53:00,45106.20,45107.50,45058.30,45075.85
2289,2024-02-09,09:54:00,45073.55,45089.05,45057.90,45063.15
2290,2024-02-09,09:55:00,45066.35,45108.10,45066.35,45102.85
2291,2024-02-09,09:56:00,45094.00,45103.40,45073.25,45090.50
2292,2024-02-09,09:57:00,45093.50,45111.00,45070.55,45080.50
2293,2024-02-09,09:58:00,45081.00,45102.20,45067.45,45073.20
2294,2024-02-09,09:59:00,45082.45,45084.60,45056.15,45071.70
2295,2024-02-09,10:00:00,45070.90,45075.05,45029.15,45032.75
2296,2024-02-09,10:01:00,45029.10,45076.65,44995.70,45076.65
2297,2024-02-09,10:02:00,45076.15,45138.75,45074.65,45134.90
2298,2024-02-09,10:03:00,45137.00,45160.55,45100.25,45156.90
2299,2024-02-09,10:04:00,45155.85,45216.65,45143.60,45216.65
2300,2024-02-09,10:05:00,45222.00,45228.80,45193.45,45224.35
2301,2024-02-09,10:06:00,45227.45,45274.00,45203.45,45264.95
2302,2024-02-09,10:07:00,45264.85,45272.40,45232.95,45247.80
2303,2024-02-09,10:08:00,45245.95,45293.70,45229.85,45288.70
2304,2024-02-09,10:09:00,45286.90,45311.25,45276.60,45311.25
2305,2024-02-09,10:10:00,45305.10,45307.60,45272.30,45274.55
2306,2024-02-09,10:11:00,45277.50,45298.55,45275.35,45294.30
2307,2024-02-09,10:12:00,45291.10,45294.40,45267.70,45285.65
2308,2024-02-09,10:13:00,45287.05,45293.75,45276.85,45293.75
2309,2024-02-09,10:14:00,45294.20,45352.50,45289.90,45352.50
2310,2024-02-09,10:15:00,45347.65,45349.95,45289.95,45297.50
2311,2024-02-09,10:16:00,45291.15,45292.50,45256.40,45263.80
2312,2024-02-09,10:17:00,45270.00,45292.55,45264.60,45267.90
2313,2024-02-09,10:18:00,45269.75,45270.10,45254.40,45254.40
2314,2024-02-09,10:19:00,45263.50,45268.90,45253.90,45260.40
2315,2024-02-09,10:20:00,45268.10,45276.30,45251.75,45276.30
2316,2024-02-09,10:21:00,45276.90,45294.80,45276.90,45280.30
2317,2024-02-09,10:22:00,45281.25,45292.10,45277.35,45279.30
2318,2024-02-09,10:23:00,45280.10,45291.25,45268.95,45291.00
2319,2024-02-09,10:24:00,45291.70,45300.60,45277.25,45280.15
2320,2024-02-09,10:25:00,45279.80,45279.80,45227.75,45236.05
2321,2024-02-09,10:26:00,45236.20,45248.40,45212.40,45217.35
2322,2024-02-09,10:27:00,45213.85,45227.10,45201.30,45202.90
2323,2024-02-09,10:28:00,45202.10,45224.65,45202.10,45219.65
2324,2024-02-09,10:29:00,45220.85,45234.90,45197.55,45198.15
2325,2024-02-09,10:30:00,45193.50,45214.05,45188.40,45213.10
2326,2024-02-09,10:31:00,45212.10,45212.35,45179.40,45183.30
2327,2024-02-09,10:32:00,45186.05,45192.10,45178.35,45181.90
2328,2024-02-09,10:33:00,45180.60,45199.10,45175.65,45198.35
2329,2024-02-09,10:34:00,45202.20,45263.85,45202.20,45259.10
2330,2024-02-09,10:35:00,45258.65,45260.10,45233.70,45238.25
2331,2024-02-09,10:36:00,45240.00,45240.00,45204.00,45215.40
2332,2024-02-09,10:37:00,45215.30,45234.35,45209.20,45234.35
2333,2024-02-09,10:38:00,45235.15,45243.60,45216.20,45221.65
2334,2024-02-09,10:39:00,45222.15,45235.00,45217.85,45235.00
2335,2024-02-09,10:40:00,45234.85,45262.10,45221.70,45261.85
2336,2024-02-09,10:41:00,45262.00,45262.00,45246.90,45249.00
2337,2024-02-09,10:42:00,45246.80,45247.65,45224.35,45242.15
2338,2024-02-09,10:43:00,45243.95,45250.05,45228.00,45249.95
2339,2024-02-09,10:44:00,45250.80,45257.85,45231.70,45232.85
2340,2024-02-09,10:45:00,45232.65,45235.80,45205.80,45218.10
2341,2024-02-09,10:46:00,45219.55,45231.75,45195.45,45231.75
2342,2024-02-09,10:47:00,45226.55,45238.00,45218.60,45233.30
2343,2024-02-09,10:48:00,45232.20,45250.35,45224.90,45250.35
2344,2024-02-09,10:49:00,45249.15,45272.50,45245.45,45259.30
2345,2024-02-09,10:50:00,45257.45,45257.45,45238.05,45242.00
2346,2024-02-09,10:51:00,45244.75,45260.75,45240.65,45259.00
2347,2024-02-09,10:52:00,45260.50,45275.90,45247.80,45266.35
2348,2024-02-09,10:53:00,45262.60,45267.45,45247.25,45252.75
2349,2024-02-09,10:54:00,45251.15,45253.10,45230.70,45237.70
2350,2024-02-09,10:55:00,45236.75,45236.75,45203.75,45207.40
2351,2024-02-09,10:56:00,45207.20,45222.95,45200.50,45222.95
2352,2024-02-09,10:57:00,45221.70,45223.00,45208.30,45216.90
2353,2024-02-09,10:58:00,45214.20,45216.30,45202.00,45211.00
2354,2024-02-09,10:59:00,45210.50,45213.85,45197.35,45201.55
2355,2024-02-09,11:00:00,45203.55,45229.60,45194.25,45204.30
2356,2024-02-09,11:01:00,45203.80,45203.80,45185.10,45199.75
2357,2024-02-09,11:02:00,45199.95,45207.40,45194.10,45200.70
2358,2024-02-09,11:03:00,45199.15,45211.95,45189.65,45203.10
2359,2024-02-09,11:04:00,45197.85,45202.95,45132.85,45132.85
2360,2024-02-09,11:05:00,45131.10,45149.20,45106.10,45107.05
2361,2024-02-09,11:06:00,45106.40,45109.35,45052.90,45068.05
2362,2024-02-09,11:07:00,45070.20,45082.20,45061.80,45074.65
2363,2024-02-09,11:08:00,45080.80,45105.35,45070.60,45081.05
2364,2024-02-09,11:09:00,45081.95,45117.75,45078.90,45115.60
2365,2024-02-09,11:10:00,45118.80,45142.55,45112.50,45142.55
2366,2024-02-09,11:11:00,45148.60,45171.70,45136.10,45164.90
2367,2024-02-09,11:12:00,45165.80,45168.75,45150.20,45153.00
2368,2024-02-09,11:13:00,45155.75,45161.35,45136.20,45159.55
2369,2024-02-09,11:14:00,45157.90,45179.15,45157.90,45166.15
2370,2024-02-09,11:15:00,45167.95,45186.50,45161.25,45176.30
2371,2024-02-09,11:16:00,45178.70,45178.70,45143.10,45146.25
2372,2024-02-09,11:17:00,45148.10,45165.70,45139.10,45162.20
2373,2024-02-09,11:18:00,45163.70,45189.10,45160.60,45189.10
2374,2024-02-09,11:19:00,45185.65,45199.65,45184.65,45192.35
2375,2024-02-09,11:20:00,45193.30,45193.30,45166.50,45167.00
2376,2024-02-09,11:21:00,45160.55,45169.50,45152.30,45168.05
2377,2024-02-09,11:22:00,45163.90,45175.65,45162.15,45164.20
2378,2024-02-09,11:23:00,45159.55,45165.80,45151.40,45154.30
2379,2024-02-09,11:24:00,45152.20,45156.50,45138.60,45156.50
2380,2024-02-09,11:25:00,45156.65,45173.25,45150.20,45167.45
2381,2024-02-09,11:26:00,45167.30,45167.30,45140.55,45146.00
2382,2024-02-09,11:27:00,45146.15,45146.15,45125.30,45125.30
2383,2024-02-09,11:28:00,45113.20,45161.85,45113.20,45159.00
2384,2024-02-09,11:29:00,45159.15,45195.65,45155.85,45192.20
2385,2024-02-09,11:30:00,45194.55,45223.25,45190.40,45214.95
2386,2024-02-09,11:31:00,45215.45,45215.45,45175.05,45195.40
2387,2024-02-09,11:32:00,45194.95,45194.95,45172.45,45183.10
2388,2024-02-09,11:33:00,45184.35,45186.70,45174.45,45186.45
2389,2024-02-09,11:34:00,45185.70,45205.35,45176.30,45203.55
2390,2024-02-09,11:35:00,45209.85,45257.25,45204.45,45251.10
2391,2024-02-09,11:36:00,45250.50,45270.00,45246.30,45255.65
2392,2024-02-09,11:37:00,45255.80,45277.00,45252.95,45268.10
2393,2024-02-09,11:38:00,45270.85,45392.30,45270.85,45374.45
2394,2024-02-09,11:39:00,45373.60,45394.80,45369.95,45386.15
2395,2024-02-09,11:40:00,45383.55,45488.90,45383.55,45476.75
2396,2024-02-09,11:41:00,45476.85,45476.85,45418.00,45457.50
2397,2024-02-09,11:42:00,45450.95,45456.55,45395.85,45400.25
2398,2024-02-09,11:43:00,45399.65,45414.55,45381.30,45383.45
2399,2024-02-09,11:44:00,45379.30,45391.80,45367.75,45376.25
2400,2024-02-09,11:45:00,45378.55,45393.40,45369.60,45376.75
2401,2024-02-09,11:46:00,45380.35,45401.90,45377.60,45390.00
2402,2024-02-09,11:47:00,45385.25,45407.05,45380.05,45407.05
2403,2024-02-09,11:48:00,45407.75,45417.35,45400.80,45410.70
2404,2024-02-09,11:49:00,45409.20,45419.80,45398.75,45419.80
2405,2024-02-09,11:50:00,45419.15,45425.05,45406.60,45406.65
2406,2024-02-09,11:51:00,45407.50,45417.50,45407.00,45417.50
2407,2024-02-09,11:52:00,45417.80,45421.10,45400.45,45400.95
2408,2024-02-09,11:53:00,45404.45,45405.15,45364.70,45369.55
2409,2024-02-09,11:54:00,45366.40,45384.90,45345.50,45384.90
2410,2024-02-09,11:55:00,45379.45,45392.00,45373.45,45388.75
2411,2024-02-09,11:56:00,45389.25,45407.45,45383.80,45407.15
2412,2024-02-09,11:57:00,45407.20,45408.80,45387.50,45392.25
2413,2024-02-09,11:58:00,45390.65,45407.75,45390.65,45400.20
2414,2024-02-09,11:59:00,45401.80,45410.35,45396.80,45406.70
2415,2024-02-09,12:00:00,45407.40,45442.70,45407.40,45421.70
2416,2024-02-09,12:01:00,45425.45,45439.40,45420.75,45426.85
2417,2024-02-09,12:02:00,45425.00,45428.00,45406.75,45410.30
2418,2024-02-09,12:03:00,45408.85,45410.80,45392.60,45392.60
2419,2024-02-09,12:04:00,45395.65,45395.65,45372.75,45390.00
2420,2024-02-09,12:05:00,45390.05,45399.45,45388.45,45394.85
2421,2024-02-09,12:06:00,45394.15,45400.95,45384.25,45396.15
2422,2024-02-09,12:07:00,45405.75,45418.50,45398.25,45414.35
2423,2024-02-09,12:08:00,45413.40,45427.90,45409.60,45425.85
2424,2024-02-09,12:09:00,45428.10,45457.90,45424.45,45447.50
2425,2024-02-09,12:10:00,45447.00,45451.10,45434.55,45440.55
2426,2024-02-09,12:11:00,45439.40,45439.40,45398.85,45398.85
2427,2024-02-09,12:12:00,45403.75,45403.75,45382.75,45386.65
2428,2024-02-09,12:13:00,45389.70,45389.70,45363.05,45382.10
2429,2024-02-09,12:14:00,45382.30,45388.85,45371.90,45387.50
2430,2024-02-09,12:15:00,45387.95,45389.45,45372.05,45379.20
2431,2024-02-09,12:16:00,45377.80,45390.25,45377.20,45383.70
2432,2024-02-09,12:17:00,45384.65,45406.20,45382.10,45406.20
2433,2024-02-09,12:18:00,45406.75,45437.90,45405.70,45437.15
2434,2024-02-09,12:19:00,45437.50,45439.85,45420.95,45432.45
2435,2024-02-09,12:20:00,45433.45,45436.30,45416.05,45421.40
2436,2024-02-09,12:21:00,45421.30,45430.50,45414.25,45425.95
2437,2024-02-09,12:22:00,45426.10,45430.00,45420.05,45428.20
2438,2024-02-09,12:23:00,45430.35,45455.65,45426.15,45431.35
2439,2024-02-09,12:24:00,45430.00,45437.55,45424.65,45434.10
